Date,1,2,3,4,6,12,24,36,60,84,120,240,360
2/23/2024,5.49,5.51,5.46,5.46,5.32,5,4.67,4.45,4.28,4.28,4.26,4.51,4.37
2/22/2024,5.49,5.51,5.45,5.45,5.32,5.02,4.69,4.49,4.33,4.35,4.33,4.58,4.47
2/21/2024,5.5,5.5,5.44,5.45,5.32,4.98,4.64,4.43,4.3,4.33,4.32,4.59,4.49
2/20/2024,5.49,5.49,5.44,5.45,5.32,4.97,4.59,4.38,4.25,4.28,4.27,4.56,4.44
2/16/2024,5.48,5.51,5.44,5.45,5.31,4.98,4.64,4.43,4.29,4.31,4.3,4.58,4.45
2/15/2024,5.49,5.51,5.43,5.45,5.3,4.93,4.56,4.36,4.22,4.25,4.24,4.54,4.42
2/14/2024,5.48,5.51,5.43,5.45,5.31,4.94,4.56,4.38,4.25,4.27,4.27,4.57,4.45
2/13/2024,5.48,5.52,5.45,5.46,5.32,4.99,4.64,4.44,4.31,4.33,4.31,4.59,4.46
2/12/2024,5.49,5.51,5.43,5.43,5.27,4.87,4.46,4.25,4.13,4.16,4.17,4.48,4.37
2/9/2024,5.49,5.51,5.44,5.43,5.26,4.86,4.48,4.25,4.14,4.17,4.17,4.48,4.37
2/8/2024,5.49,5.51,5.44,5.42,5.24,4.83,4.46,4.22,4.12,4.15,4.15,4.47,4.36
2/7/2024,5.47,5.49,5.43,5.4,5.23,4.83,4.41,4.16,4.06,4.09,4.09,4.41,4.31
2/6/2024,5.48,5.5,5.44,5.41,5.23,4.82,4.39,4.14,4.03,4.07,4.09,4.39,4.29
2/5/2024,5.49,5.5,5.42,5.42,5.25,4.87,4.46,4.27,4.13,4.16,4.17,4.46,4.35
2/2/2024,5.49,5.51,5.43,5.42,5.22,4.81,4.36,4.14,3.99,4.02,4.03,4.33,4.22
2/1/2024,5.49,5.51,5.42,5.38,5.15,4.68,4.2,3.96,3.8,3.83,3.87,4.21,4.1
1/31/2024,5.53,5.46,5.42,5.4,5.18,4.73,4.27,4.05,3.91,3.95,3.99,4.34,4.22
1/30/2024,5.53,5.47,5.42,5.38,5.19,4.8,4.36,4.14,4,4.03,4.06,4.4,4.28
1/29/2024,5.53,5.46,5.42,5.37,5.19,4.76,4.29,4.1,3.97,4.02,4.08,4.42,4.31
1/26/2024,5.54,5.45,5.44,5.39,5.19,4.78,4.34,4.15,4.04,4.1,4.15,4.49,4.38
1/25/2024,5.54,5.48,5.44,5.39,5.19,4.76,4.28,4.12,4.01,4.07,4.14,4.49,4.38
1/24/2024,5.52,5.44,5.44,5.4,5.22,4.83,4.34,4.19,4.06,4.14,4.18,4.52,4.41
1/23/2024,5.53,5.46,5.45,5.38,5.21,4.81,4.31,4.16,4.06,4.11,4.14,4.48,4.38
1/22/2024,5.53,5.47,5.46,5.39,5.22,4.83,4.37,4.14,4.03,4.07,4.11,4.44,4.32
1/19/2024,5.54,5.47,5.45,5.39,5.21,4.84,4.39,4.18,4.08,4.12,4.15,4.47,4.36
1/18/2024,5.53,5.48,5.45,5.39,5.2,4.8,4.34,4.13,4.04,4.1,4.14,4.48,4.37
1/17/2024,5.54,5.47,5.47,5.4,5.2,4.8,4.34,4.12,4.02,4.07,4.1,4.42,4.31
1/16/2024,5.54,5.47,5.45,5.37,5.18,4.7,4.22,4.02,3.95,4.01,4.07,4.43,4.3
1/12/2024,5.55,5.47,5.45,5.37,5.16,4.65,4.14,3.92,3.84,3.91,3.96,4.32,4.2
1/11/2024,5.54,5.47,5.46,5.38,5.22,4.75,4.26,4.02,3.9,3.95,3.98,4.32,4.18
1/10/2024,5.53,5.46,5.46,5.39,5.23,4.82,4.37,4.1,3.99,4.01,4.04,4.35,4.2
1/9/2024,5.53,5.46,5.47,5.38,5.24,4.82,4.36,4.09,3.97,4,4.02,4.33,4.18
1/8/2024,5.54,5.48,5.49,5.39,5.24,4.82,4.36,4.11,3.97,3.99,4.01,4.33,4.17
1/5/2024,5.54,5.48,5.47,5.41,5.24,4.84,4.4,4.17,4.02,4.04,4.05,4.37,4.21
1/4/2024,5.56,5.48,5.48,5.41,5.25,4.85,4.38,4.14,3.97,3.99,3.99,4.3,4.13
1/3/2024,5.54,5.54,5.48,5.41,5.25,4.81,4.33,4.07,3.9,3.92,3.91,4.21,4.05
1/2/2024,5.55,5.54,5.46,5.41,5.24,4.8,4.33,4.09,3.93,3.95,3.95,4.25,4.08
12/29/2023,5.6,5.59,5.4,5.41,5.26,4.79,4.23,4.01,3.84,3.88,3.88,4.2,4.03
12/28/2023,5.57,5.55,5.45,5.42,5.28,4.82,4.26,4.02,3.83,3.84,3.84,4.14,3.98
12/27/2023,5.55,5.53,5.44,5.42,5.26,4.79,4.2,3.97,3.78,3.81,3.79,4.1,3.95
12/26/2023,5.53,5.52,5.45,5.44,5.28,4.83,4.26,4.05,3.89,3.91,3.89,4.2,4.04
12/22/2023,5.54,5.52,5.44,5.45,5.31,4.82,4.31,4.04,3.87,3.92,3.9,4.21,4.05
12/21/2023,5.54,5.53,5.42,5.45,5.31,4.84,4.33,4.06,3.87,3.91,3.89,4.19,4.03
12/20/2023,5.5,5.49,5.44,5.45,5.33,4.88,4.34,4.06,3.86,3.88,3.86,4.17,3.98
12/19/2023,5.51,5.51,5.43,5.45,5.35,4.93,4.41,4.15,3.94,3.96,3.93,4.23,4.03
12/18/2023,5.52,5.52,5.46,5.47,5.36,4.95,4.43,4.15,3.94,3.97,3.95,4.23,4.05
12/15/2023,5.54,5.54,5.44,5.47,5.33,4.95,4.44,4.13,3.91,3.94,3.91,4.19,4
12/14/2023,5.54,5.54,5.43,5.45,5.31,4.9,4.37,4.09,3.9,3.93,3.92,4.21,4.03
12/13/2023,5.52,5.52,5.44,5.45,5.33,4.94,4.46,4.18,4,4.04,4.04,4.36,4.19
12/12/2023,5.53,5.53,5.46,5.48,5.41,5.14,4.73,4.42,4.23,4.24,4.2,4.48,4.3
12/11/2023,5.55,5.54,5.47,5.48,5.4,5.14,4.71,4.42,4.25,4.27,4.23,4.51,4.32
12/8/2023,5.54,5.53,5.44,5.49,5.39,5.13,4.71,4.45,4.24,4.28,4.23,4.49,4.31
12/7/2023,5.53,5.54,5.44,5.47,5.36,5.05,4.58,4.31,4.11,4.16,4.14,4.42,4.25
12/6/2023,5.54,5.5,5.45,5.47,5.38,5.07,4.6,4.33,4.12,4.16,4.12,4.4,4.22
12/5/2023,5.54,5.51,5.45,5.46,5.37,5.06,4.57,4.33,4.14,4.2,4.18,4.48,4.3
12/4/2023,5.55,5.53,5.46,5.47,5.41,5.1,4.64,4.4,4.23,4.3,4.28,4.61,4.43
12/1/2023,5.55,5.53,5.43,5.45,5.33,5.05,4.56,4.31,4.14,4.22,4.22,4.58,4.4
11/30/2023,5.56,5.54,5.45,5.49,5.38,5.16,4.73,4.48,4.31,4.38,4.37,4.72,4.54
11/29/2023,5.53,5.52,5.45,5.48,5.38,5.12,4.64,4.4,4.22,4.28,4.27,4.62,4.44
11/28/2023,5.53,5.53,5.47,5.45,5.42,5.21,4.73,4.49,4.29,4.36,4.34,4.7,4.52
11/27/2023,5.54,5.54,5.49,5.47,5.45,5.24,4.84,4.6,4.38,4.43,4.39,4.72,4.53
11/24/2023,5.55,5.56,5.54,5.48,5.45,5.27,4.92,4.67,4.49,4.51,4.47,4.79,4.6
11/22/2023,5.54,5.55,5.54,5.47,5.42,5.26,4.89,4.62,4.44,4.46,4.42,4.73,4.55
11/21/2023,5.52,5.54,5.53,5.45,5.42,5.24,4.86,4.6,4.41,4.44,4.41,4.75,4.57
11/20/2023,5.53,5.55,5.54,5.46,5.43,5.25,4.89,4.62,4.44,4.46,4.42,4.74,4.57
11/17/2023,5.52,5.54,5.5,5.42,5.39,5.24,4.88,4.64,4.45,4.47,4.44,4.8,4.59
11/16/2023,5.53,5.55,5.51,5.46,5.38,5.23,4.83,4.59,4.43,4.47,4.45,4.82,4.63
11/15/2023,5.52,5.54,5.53,5.46,5.41,5.27,4.9,4.68,4.52,4.56,4.53,4.87,4.68
11/14/2023,5.52,5.55,5.52,5.45,5.41,5.24,4.8,4.56,4.42,4.45,4.44,4.8,4.61
11/13/2023,5.53,5.55,5.55,5.49,5.48,5.37,5.02,4.8,4.66,4.69,4.63,4.95,4.75
11/10/2023,5.53,5.55,5.53,5.47,5.46,5.38,5.04,4.8,4.65,4.68,4.61,4.93,4.73
11/9/2023,5.53,5.56,5.54,5.5,5.46,5.39,5.03,4.77,4.65,4.68,4.62,4.97,4.77
11/8/2023,5.52,5.54,5.54,5.49,5.46,5.34,4.93,4.65,4.51,4.54,4.49,4.82,4.64
11/7/2023,5.53,5.56,5.55,5.48,5.47,5.33,4.91,4.64,4.53,4.58,4.58,4.91,4.75
11/6/2023,5.53,5.56,5.56,5.49,5.47,5.33,4.93,4.72,4.6,4.66,4.67,5,4.84
11/3/2023,5.53,5.56,5.53,5.5,5.45,5.29,4.83,4.62,4.49,4.55,4.57,4.93,4.77
11/2/2023,5.52,5.56,5.54,5.53,5.5,5.38,4.98,4.78,4.65,4.68,4.67,4.99,4.82
11/1/2023,5.56,5.55,5.57,5.54,5.51,5.37,4.95,4.76,4.67,4.75,4.77,5.13,4.96
10/31/2023,5.56,5.57,5.59,5.61,5.54,5.44,5.07,4.9,4.82,4.89,4.88,5.21,5.04
10/30/2023,5.56,5.57,5.6,5.61,5.53,5.41,5.03,4.87,4.8,4.88,4.88,5.21,5.04
10/27/2023,5.57,5.57,5.59,5.6,5.55,5.39,4.99,4.84,4.76,4.83,4.84,5.19,5.03
10/26/2023,5.57,5.57,5.59,5.6,5.55,5.39,5.02,4.89,4.79,4.86,4.86,5.19,5.01
10/25/2023,5.56,5.57,5.59,5.61,5.57,5.43,5.08,4.98,4.89,4.98,4.95,5.27,5.09
10/24/2023,5.57,5.57,5.58,5.6,5.57,5.41,5.02,4.91,4.82,4.86,4.83,5.15,4.96
10/23/2023,5.57,5.57,5.58,5.59,5.56,5.42,5.05,4.89,4.81,4.87,4.86,5.19,5.01
